Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function, 52 plus ,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks)
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_330,Dermatology, -   , -   , -   , -   ,-,-
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_340,Thoracic Medicine, -   , -   , -   , -   ,-,-
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_410,Rheumatology, -   , -   , -   , -   ,-,-
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_430,Geriatric Medicine, -   , -   , -   , -   ,-,-
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_502,Gynaecology, -   , -   , -   , -   ,-,-
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,X01,Other, -   ,"2,640","2,441",92.50%,5.4,17.8
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_100,General Surgery, -   ,124,107,86.30%,9.9,20.7
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_101,Urology, -   ,493,406,82.40%,8.1,24.9
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_110,Trauma & Orthopaedics,4,866,581,67.10%,12.5,35.1
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,364,323,88.70%,7,19.8
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_130,Ophthalmology, -   ,281,249,88.60%,5.4,21.5
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_140,Oral Surgery, -   , -   , -   , -   ,-,-
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_170,Cardiothoracic Surgery, -   ,1,1,100.00%,-,-
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_300,General Medicine, -   ,387,375,96.90%,8,15.1
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_301,Gastroenterology, -   ,461,426,92.40%,8.7,17.8
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_320,Cardiology, -   ,396,285,72.00%,8.6,30.1
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_330,Dermatology, -   , -   , -   , -   ,-,-
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_340,Thoracic Medicine,1,177,97,54.80%,16.2,35.9
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_410,Rheumatology, -   ,282,268,95.00%,4.5,16.9
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_430,Geriatric Medicine, -   ,21,19,90.50%,9,19.3
Y58,RA3,WESTON AREA HEALTH NHS TRUST,C_502,Gynaecology,1,428,390,91.10%,6.3,19.2
Y58,RA3,WESTON AREA HEALTH NHS TRUST,X01,Other, -   ,"2,209","1,900",86.00%,7.4,22.6
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"1,857","1,629",87.70%,7,21.6
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_101,Urology, -   ,670,626,93.40%,7.4,17.2
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,871,714,82.00%,9.8,22.1
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,788,706,89.60%,8,20.1
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"1,044",988,94.60%,6.3,16.4
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery, -   , -   , -   , -   ,-,-
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   ,123,104,84.60%,6.7,22.6
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine, -   ,127,115,90.60%,7.5,18.5
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,408,386,94.60%,7.9,17
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology, -   ,857,800,93.30%,8.1,16.6
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology, -   ,761,633,83.20%,6.7,25.1
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,293,275,93.90%,5.6,16.5
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology, -   ,235,225,95.70%,7.1,15.4
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,188,160,85.10%,9.4,21
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,88,84,95.50%,5.1,17.2
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,016",919,90.50%,8.3,19.8
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,X01,Other, -   ,367,317,86.40%,6.1,26.3
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_100,General Surgery, -   , -   ,,,-,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_101,Urology, -   , -   ,,,-,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,535,,,7,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"2,084",,,5.3,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"4,188",,,5.5,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_140,Oral Surgery,2,"3,715",,,11,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   ,,,-,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   ,1,,,-,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   ,348,,,10,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_300,General Medicine, -   ,1,,,-,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,"1,292",,,4.9,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_320,Cardiology, -   ,"2,700",,,8.6,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"2,641",,,6.7,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,591,,,6,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_400,Neurology,2,243,,,6,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,633,,,7.9,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,103,,,5.2,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,361",,,7.1,
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,X01,Other,1,"14,303",,,8.1,
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_100,General Surgery, -   , -   , -   , -   ,-,-
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_101,Urology,3,"1,297",971,74.90%,8.7,28.1
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,15,"2,242","1,644",73.30%,10.3,30.9
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,372","1,235",90.00%,7.7,18.9
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_130,Ophthalmology,1,"2,428","1,672",68.90%,9.5,34.3
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,965,849,88.00%,6.1,22.2
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   ,300,200,66.70%,12.6,28.7
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   ,13,13,100.00%,-,-
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_300,General Medicine, -   ,67,58,86.60%,6,20.6
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_301,Gastroenterology,3,"1,540","1,357",88.10%,5.5,21.7
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_320,Cardiology, -   ,"1,740","1,384",79.50%,9.1,27.3
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"1,072",910,84.90%,6.4,21.6
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,770,727,94.40%,5.7,16
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_400,Neurology, -   ,605,480,79.30%,9,23.9
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,311,302,97.10%,3.9,12.8
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,73,72,98.60%,5.8,12
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,876,834,95.20%,4.5,16.2
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,X01,Other,47,"4,385","3,333",76.00%,8.6,31.8
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_100,General Surgery,3,"3,031",,,9.5,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_101,Urology, -   ,"1,365",,,10.3,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,2,"1,997",,,10.5,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",1,"2,393",,,10.2,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_130,Ophthalmology,1,"3,249",,,12.1,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_140,Oral Surgery, -   , -   ,,,-,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   ,,,-,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   ,4,,,-,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   ,18,,,-,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_300,General Medicine, -   ,12,,,-,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,"1,631",,,10.1,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_320,Cardiology, -   ,"1,438",,,8.5,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_330,Dermatology, -   ,70,,,6.4,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,701,,,8.1,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_400,Neurology, -   ,738,,,9.5,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,673,,,10.3,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,309,,,9.6,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,307",,,6.5,
Y58,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,X01,Other,25,"5,879",,,13.5,
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery, -   ,455,314,69.00%,11.9,29.5
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_101,Urology, -   ,887,818,92.20%,6.6,17.9
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,1,"2,744","1,610",58.70%,14.8,37.9
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,755","1,127",64.20%,12.6,29.2
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"2,664","1,607",60.30%,13.9,35.7
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery, -   , -   , -   , -   ,-,-
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine, -   ,29,26,89.70%,5.7,18.3
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,586,401,68.40%,10.6,31.5
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology, -   ,493,486,98.60%,5,12.8
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"1,145",705,61.60%,13.6,36.2
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,291,276,94.80%,6.9,16.3
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,219,191,87.20%,9.3,20.4
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,32,32,100.00%,5.5,15.4
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology,2,"1,200",846,70.50%,9.8,31.3
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,X01,Other,2,"3,960","2,784",70.30%,9.4,30.6
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_100,General Surgery, -   ,314,202,64.30%,11.8,31
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_101,Urology, -   ,883,689,78.00%,8.8,26.8
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_110,Trauma & Orthopaedics,7,"2,222","1,491",67.10%,11.6,32.9
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   , -   ,-,-
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_130,Ophthalmology, -   ,"2,255","1,391",61.70%,13.3,33.1
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_140,Oral Surgery, -   ,407,341,83.80%,6.9,23.1
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_160,Plastic Surgery, -   ,47,37,78.70%,8.8,22.2
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_300,General Medicine, -   , -   , -   , -   ,-,-
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_301,Gastroenterology, -   ,631,583,92.40%,6.2,17.4
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_320,Cardiology, -   ,817,554,67.80%,9.9,32.9
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_330,Dermatology, -   ,"1,016",897,88.30%,7.5,21.2
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_340,Thoracic Medicine, -   ,203,175,86.20%,5.5,23.6
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_400,Neurology, -   ,358,269,75.10%,9.7,25.2
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_410,Rheumatology, -   ,111,110,99.10%,4.1,10.6
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_430,Geriatric Medicine, -   ,15,14,93.30%,-,-
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,C_502,Gynaecology, -   ,715,596,83.40%,7.2,25.6
Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,X01,Other,4,"2,092","1,789",85.50%,6.8,23.6
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"2,059","1,730",84.00%,8.9,25.7
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_101,Urology, -   ,"1,106","1,031",93.20%,4.8,16.8
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"1,902","1,503",79.00%,8.9,26.2
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",1,"2,084","1,631",78.30%,10.3,27.6
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"1,987","1,850",93.10%,5.7,17.3
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,"1,912","1,633",85.40%,7.2,22.6
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_300,General Medicine, -   ,140,140,100.00%,8.2,16.7
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,"2,380","2,126",89.30%,8.4,21.2
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_320,Cardiology,1,"2,017","1,669",82.70%,8,27
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"1,266",953,75.30%,8.3,30.8
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,323,322,99.70%,3.4,12.6
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_400,Neurology, -   ,795,701,88.20%,9.2,19.2
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,864,842,97.50%,6.5,14.7
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,142,134,94.40%,6.6,16.4
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,901","1,750",92.10%,6.9,18
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,X01,Other, -   ,"3,073","2,938",95.60%,5.4,16.2
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery,3,"1,612","1,134",70.30%,11.2,38.1
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_101,Urology, -   ,6,2,33.30%,-,-
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,493,437,88.60%,9.4,21.8
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)",1,"1,878","1,283",68.30%,10.8,36.8
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,379,343,90.50%,6,18.9
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,"2,277","1,619",71.10%,10.4,33.8
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine, -   ,446,438,98.20%,6.1,14.8
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,516,447,86.60%,10.2,22
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology, -   ,747,737,98.70%,6.6,15.3
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology, -   ,967,944,97.60%,4.5,13.8
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   , -   , -   , -   ,-,-
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology, -   ,"1,171",956,81.60%,9.7,22.8
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,668,656,98.20%,6,12.6
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,51,50,98.00%,7,12.9
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,797","1,399",77.90%,9.6,31
Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,X01,Other, -   ,"1,986","1,922",96.80%,5,14
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_100,General Surgery, -   ,103,97,94.20%,7.2,16.3
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_101,Urology, -   ,10,6,60.00%,-,-
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,226,220,97.30%,6.9,15.2
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,141,135,95.70%,7.7,16.2
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,75,37,49.30%,18.1,25.3
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,25,24,96.00%,5.8,16
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_300,General Medicine, -   ,21,21,100.00%,7,14.2
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_301,Gastroenterology, -   , -   , -   , -   ,-,-
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_320,Cardiology, -   ,47,47,100.00%,3.4,4.9
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_330,Dermatology, -   , -   , -   , -   ,-,-
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   , -   , -   , -   ,-,-
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,27,27,100.00%,3,6.6
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,9,9,100.00%,-,-
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,120,115,95.80%,6.1,14.5
Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,X01,Other, -   ,2,2,100.00%,-,-
Y58,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery,1,"5,573","4,681",84.00%,8.1,27.4
Y58,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,C_101,Urology,4,"2,099","1,537",73.20%,11.1,32
